Description,Index,Connecticut,Andover,Ansonia PD,Ashford CSP,Avon PD,Barkhamsted CSP,Beacon Falls CSP,Berlin PD,Bethany CSP,Bethel PD,Bethlehem CSP,Bloomfield PD,Bolton CSP,Bozrah CSP,Branford PD,Bridgeport PD,Bridgewater CSP,Bristol PD,Brookfield PD,Brooklyn CSP,Burlington CSP,Canaan CSP,Canterbury CSP,Canton PD,Chaplin CSP,Cheshire PD,Chester CSP,Clinton PD,Colchester CSP,Colebrook CSP,Columbia CSP,Cornwall CSP,Coventry PD,Cromwell PD,Danbury PD,Darien PD,Deep River CSP,Derby PD,Durham CSP,Eastford CSP,East Granby CSP,East Haddam CSP,East Hampton PD,East Hartford PD,East Haven PD,East Lyme CSP,Easton PD,East Windsor PD,Ellington CSP,Enfield PD,Essex CSP,Fairfield PD,Farmington PD,Franklin CSP,Glastonbury PD,Goshen CSP,Granby PD,Greenwich PD,Griswold CSP,Groton City PD,Guilford PD,Haddam CSP,Hamden PD,Hampton CSP,Hartford PD,Hartland CSP,Harwinton CSP,Hebron CSP,Kent CSP,Killingly CSP,Killingworth CSP,Lebanon CSP,Ledyard CSP,Lisbon CSP,Litchfield CSP,Lyme CSP,Madison PD,Manchester PD,Mansfield CSP,Marlborough CSP,Meriden PD,Middlebury PD,Middlefield CSP,Middletown PD,Milford PD,Monroe PD,Montville CSP,Morris CSP,Naugatuck PD,New Britain PD,New Canaan PD,New Fairfield CSP,New Hartford CSP,New Haven PD,Newington PD,New London PD,New Milford PD,Newtown PD,Norfolk CSP,North Branford PD,North Canaan CSP,North Haven PD,North Stonington CSP,Norwalk PD,Norwich PD,Old Lyme CSP,Old Saybrook PD,Orange PD,Oxford CSP,Plainfield PD,Plainville PD,Plymouth PD,Pomfret CSP,Portland PD,Preston CSP,Prospect CSP,Putnam PD,Putnam CSP,Redding PD,Ridgefield PD,Rocky Hill PD,Roxbury CSP,Salem CSP,Salisbury CSP,Scotland CSP,Seymour PD,Sharon CSP,Shelton PD,Sherman CSP,Simsbury PD,Somers CSP,Southbury CSP,Southington PD,South Windsor PD,Sprague CSP,Stafford CSP,Stamford PD,Sterling CSP,Stonington PD,Stratford PD,Suffield PD,Thomaston PD,Thompson CSP,Tolland CSP,Torrington PD,Trumbull PD,Union CSP,Vernon PD,Voluntown CSP,Wallingford PD,Warren CSP,Washington CSP,Waterbury PD,Waterford PD,Watertown PD,Westbrook CSP,West Hartford PD,West Haven PD,Weston PD,Westport PD,Wethersfield PD,Willington CSP,Wilton PD,Winchester PD,Willimantic PD,Windham CSP,Windsor PD,Windsor Locks PD,Wolcott PD,Woodbridge PD,Woodbury CSP,Woodstock CSP,Yale Univ. PD,UCONN-Storrs PD,Foxwoods Casino CSP,Mohegan Sun Casino CSP,MTA PD,CCSU PD,ECSU PD,UCONN Health Ctr. PD,WCSU PD,SCSU PD,Capitol Police PD,Groton Town PD,Groton Long Pt. PD,CTSPOther,Fairfield,Hartford,Litchfield,Middlesex,New Haven,New London,Tolland,Windham,New York,Urban,NonUrban,CSP Total,NIBRS,Summary
Burgl 45-49,163,174,0,0,1,0,0,0,0,0,0,1,2,0,0,1,16,0,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,2,2,1,0,0,1,3,0,2,0,0,2,0,0,2,0,0,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,1,0,1,0,0,0,3,1,0,0,14,1,3,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,2,0,0,5,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,12,1,1,0,5,9,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,61,4,4,50,8,1,2,0,70,104,10,84,90
Burgl 50-54,164,85,0,0,0,0,0,0,0,0,1,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2,1,0,0,0,0,1,1,0,3,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,9,3,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,26,1,3,28,7,2,3,0,33,52,9,44,41
Burgl 55-59,165,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,5,7,2,0,0,0,6,22,4,15,13
Burgl 60-64,166,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,2,10,0,9,3
Burgl 65+,167,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,3,3,0,2,4
Burgl Asian,168,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,1,1,3,0,0,0,4,13,2,9,8
Burgl Indian,170,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1
Burgl White,171,2168,2,8,5,8,3,3,13,2,13,2,2,2,2,31,76,2,52,3,26,5,0,7,9,0,23,1,25,5,4,0,0,4,3,36,7,1,5,2,0,0,21,3,24,25,7,0,8,4,65,1,27,17,0,15,0,4,13,4,2,10,3,21,0,217,0,0,2,0,25,1,6,6,2,0,0,23,66,4,0,74,6,0,13,28,6,5,0,20,77,20,3,2,64,11,17,0,4,3,2,1,28,3,15,59,0,6,9,9,2,14,6,1,8,6,0,10,0,0,5,3,0,1,3,0,17,1,19,2,15,4,5,8,15,0,4,40,3,6,16,8,4,7,2,36,12,0,16,0,15,0,1,65,10,19,0,52,64,0,10,22,1,5,19,13,2,8,15,14,3,8,3,0,7,0,0,0,0,2,0,0,0,0,8,0,0,332,753,114,88,574,149,52,106,0,462,1706,240,1271,897
Burgl Unknown Race,172,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,5,1,3,4,0,0,25,13,25,0
Burgl F,173,291,0,1,1,0,0,0,0,0,5,1,0,0,0,5,7,1,8,0,3,0,0,1,1,0,1,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,1,1,4,4,2,0,0,0,6,0,8,2,0,2,0,0,1,3,1,2,0,4,0,16,0,1,0,0,4,0,2,0,0,0,0,0,10,2,0,7,1,0,2,2,0,0,0,6,5,0,1,1,19,0,9,0,1,0,0,0,3,0,3,2,0,0,2,1,0,0,0,1,3,2,0,0,0,0,1,0,0,1,2,0,3,0,6,1,0,0,1,1,2,0,2,7,1,1,4,0,0,1,0,10,3,0,3,0,2,0,1,6,1,0,0,4,15,1,1,0,0,0,3,1,1,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,59,62,23,10,89,26,8,14,0,55,236,42,197,94
Burgl M,174,2582,2,12,4,11,3,4,13,2,9,1,10,2,2,28,125,1,51,3,24,7,0,6,8,0,22,1,22,5,4,0,0,4,3,33,8,2,9,2,0,0,20,3,60,26,5,1,9,4,68,1,27,16,0,17,0,5,17,3,1,8,4,23,0,326,0,0,2,0,23,1,5,7,2,1,0,23,83,3,0,79,5,0,20,34,6,7,0,16,84,23,2,1,148,20,17,0,3,3,2,1,30,3,21,65,1,6,11,8,2,14,8,0,5,4,0,10,0,1,4,3,0,0,1,0,15,1,21,1,15,4,6,7,17,0,3,42,2,5,22,8,4,6,2,32,12,1,16,0,14,0,0,89,10,20,0,55,86,1,14,24,1,5,17,13,2,21,15,13,4,5,3,4,7,0,0,0,2,2,0,0,0,0,8,0,0,401,969,103,90,721,150,51,97,0,730,1852,221,1431,1151
Larceny <10,175,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,3,1
Larceny 10-12,176,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0,5,0,0,2,6,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,3,3,0,0,0,0,0,0,5,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,3,8,21,4,2,0,0,27,73,4,47,53
Larceny 13-14,177,415,0,7,0,0,0,0,1,0,1,0,1,0,0,1,4,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,26,1,0,0,1,0,0,0,2,11,0,1,0,1,1,8,0,10,30,0,3,0,0,3,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,3,0,0,0,29,10,0,23,0,0,6,31,0,0,0,2,5,0,0,0,5,0,4,0,0,0,0,0,0,0,9,5,0,2,0,1,0,3,3,1,2,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,1,0,0,0,0,7,20,0,4,0,1,0,0,27,3,1,0,16,1,0,1,0,0,1,2,2,0,3,1,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,103,129,13,14,115,20,15,6,0,70,345,21,235,180
Larceny 15,178,439,0,2,0,0,0,0,0,0,1,0,3,0,0,2,2,0,3,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,24,3,0,1,1,0,0,1,1,11,0,0,0,0,0,7,0,6,25,0,4,0,0,4,1,0,0,1,4,0,16,0,0,0,0,1,0,0,1,6,0,0,0,20,13,0,13,0,0,6,39,0,1,0,0,4,0,0,0,10,1,7,2,2,0,0,0,0,0,5,3,0,4,0,0,0,2,0,0,4,0,0,5,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,23,0,1,6,0,1,0,0,4,22,0,0,0,3,0,0,17,14,2,0,27,1,0,2,2,0,1,1,10,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,102,139,10,23,94,41,13,17,0,68,371,29,279,160
Larceny 16,179,522,0,1,0,1,0,0,0,0,2,0,4,0,0,3,11,0,3,1,0,0,0,0,2,0,0,1,3,0,0,0,0,0,2,35,0,0,3,0,0,0,0,0,6,1,2,0,0,0,3,0,9,38,0,1,0,0,4,1,0,1,0,13,0,6,0,0,0,0,1,0,0,0,5,0,0,0,41,6,0,13,0,0,5,43,0,0,0,8,6,0,0,0,8,4,9,0,1,0,0,0,0,0,13,2,0,3,1,0,0,8,1,0,0,0,1,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,21,0,0,15,0,0,1,0,3,26,0,2,0,12,0,0,26,17,2,0,23,3,0,2,4,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,144,161,7,17,137,41,8,7,0,72,450,21,312,210
Larceny 17,180,662,0,8,0,0,0,0,2,0,1,1,4,0,0,3,4,0,4,2,0,0,0,1,8,0,2,0,4,1,0,0,0,0,3,37,1,0,1,0,0,0,2,4,8,1,2,0,1,2,17,0,8,41,0,0,0,2,12,0,0,5,0,15,0,20,0,1,0,0,3,0,0,2,8,0,0,2,33,10,1,13,0,0,4,40,0,1,0,4,9,0,0,1,21,10,1,2,1,0,2,0,1,0,9,11,0,1,5,0,0,0,0,0,2,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,4,4,5,0,1,21,0,1,12,0,0,0,0,2,33,0,3,0,7,0,0,36,30,1,0,30,3,0,0,0,0,1,2,6,3,10,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,6,0,1,144,215,10,21,176,64,16,16,0,102,560,49,406,256
Larceny 18,181,708,0,4,0,0,0,0,2,0,2,0,7,0,0,3,6,0,11,0,2,0,0,0,1,0,0,0,0,2,0,1,0,1,5,36,0,0,2,0,0,0,0,0,9,7,1,0,1,0,19,0,8,20,0,1,0,2,2,1,1,0,0,16,0,29,0,0,0,0,6,0,0,1,6,0,0,1,47,9,1,8,0,0,8,58,0,2,0,4,18,0,0,0,22,3,4,3,3,0,2,2,3,0,12,5,0,0,8,0,0,8,0,0,0,1,0,1,1,0,2,4,0,0,0,0,0,0,1,0,0,1,3,7,3,0,1,19,0,3,18,0,0,0,0,4,29,0,5,0,14,0,0,38,22,1,0,28,9,0,0,2,0,1,1,2,5,6,1,3,1,0,0,0,8,0,1,2,1,2,0,0,0,0,9,1,1,141,231,11,14,206,60,26,19,0,114,594,48,414,294
Larceny 19,182,693,0,4,0,0,0,2,1,0,4,0,2,2,0,5,11,0,10,1,0,0,0,0,1,0,1,0,3,0,0,0,0,3,3,23,0,1,1,0,0,0,2,1,13,2,3,0,2,2,21,1,10,22,0,3,0,4,2,1,0,1,0,16,0,42,1,1,3,1,6,1,0,2,4,0,0,0,26,5,3,17,0,0,9,37,2,0,0,4,12,0,1,0,25,5,7,3,4,0,0,3,4,0,12,7,0,0,3,1,0,9,0,0,0,0,0,1,0,0,1,7,0,0,0,0,24,0,0,0,2,0,1,0,1,0,0,17,3,2,18,0,0,0,2,13,17,0,3,1,9,0,0,35,17,3,0,11,5,0,3,3,0,2,2,0,2,10,4,5,0,0,1,0,10,0,1,0,0,0,0,1,0,0,8,0,4,129,215,26,25,202,53,30,13,0,130,563,61,433,260
Larceny 20,183,644,0,9,0,0,1,2,1,0,3,0,4,0,0,10,7,0,9,0,2,0,0,0,3,0,1,0,7,3,0,0,0,1,3,19,0,1,2,1,0,0,1,1,7,5,1,0,0,1,12,0,5,21,0,0,0,1,7,3,1,3,2,5,0,53,0,0,0,0,4,1,0,1,8,0,0,1,28,7,0,22,0,1,7,35,0,1,0,8,11,0,0,0,23,11,2,1,1,0,0,1,4,0,11,8,0,3,5,1,1,13,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,24,0,1,16,1,2,0,0,10,18,0,2,0,5,0,0,31,17,1,0,15,10,0,2,5,0,0,1,3,2,4,0,3,0,0,1,0,7,2,2,1,0,0,0,0,1,0,5,0,1,114,206,18,29,187,55,20,15,0,138,506,55,374,270
MVTheft 17,209,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,2,3,29,0,0,1,0,42,17,1,30,29
Larceny 21,184,636,0,1,0,1,0,1,3,0,0,0,3,0,0,6,9,0,11,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,3,18,1,0,2,0,0,0,1,1,4,6,0,0,4,1,12,0,7,14,0,1,0,1,2,0,0,2,0,11,0,41,1,1,0,0,2,1,1,1,5,0,0,4,28,2,0,15,0,0,8,32,1,0,0,4,10,2,0,0,17,9,6,5,0,0,5,1,7,0,12,6,1,3,6,0,1,11,0,0,0,0,1,0,2,0,1,4,0,0,0,0,2,0,2,0,1,0,1,3,4,0,4,33,0,1,22,0,2,1,2,7,19,0,5,0,10,0,0,36,19,2,3,14,3,0,3,3,1,2,1,3,3,1,5,2,2,1,0,0,7,0,3,1,1,0,0,0,0,0,9,0,2,137,190,21,24,176,53,22,13,0,136,500,46,394,242
Larceny 22,185,542,0,2,0,0,0,0,1,0,4,0,2,0,0,5,7,0,6,2,0,1,0,1,0,0,0,0,3,3,0,0,0,1,2,14,1,0,3,0,0,0,3,2,6,3,1,0,2,1,7,1,7,13,0,2,0,1,4,0,0,1,0,7,0,46,0,1,0,1,1,0,0,0,3,0,0,0,21,0,3,9,0,1,11,30,1,2,0,4,6,2,0,0,23,9,3,9,0,0,1,0,6,0,8,4,1,5,4,0,2,9,2,1,0,0,0,0,5,0,1,1,0,0,0,0,4,0,4,0,0,1,1,5,1,0,1,18,0,1,11,0,1,1,2,3,14,0,4,0,5,0,1,29,15,0,1,16,8,1,0,2,0,0,0,1,2,5,3,8,0,2,0,1,2,2,2,0,0,0,0,0,0,0,7,0,2,99,168,20,31,154,44,12,14,0,123,419,48,337,205
Larceny 23,186,483,0,3,0,0,2,0,1,0,2,0,2,0,0,7,6,0,8,2,1,0,0,0,0,0,1,1,1,2,0,0,0,0,4,12,0,0,3,0,0,0,0,0,4,6,2,0,2,0,14,0,9,10,0,1,0,0,1,2,0,1,0,16,0,27,0,0,1,0,4,0,1,1,4,1,0,0,13,8,0,13,1,0,5,27,1,2,0,4,5,0,0,0,23,6,4,2,1,0,3,0,5,0,5,7,1,3,4,0,1,4,1,2,0,0,0,2,1,0,1,2,0,0,0,0,1,0,3,0,1,0,2,3,1,0,3,20,1,0,15,1,0,0,0,3,12,0,0,0,9,0,0,28,11,5,0,4,4,0,2,2,1,1,0,1,1,3,2,2,0,0,0,0,4,1,1,1,0,0,0,1,0,0,9,0,2,95,116,14,16,163,48,17,14,0,104,379,48,311,172
Larceny 24,187,484,0,3,0,0,0,0,1,0,1,0,1,0,0,3,14,0,10,2,1,0,0,1,0,0,0,2,4,0,0,0,0,0,3,8,1,0,0,1,0,0,2,0,3,0,2,0,1,1,15,0,4,9,0,2,0,1,2,0,1,1,0,7,0,37,0,1,1,0,5,1,1,1,2,0,0,0,19,2,0,9,0,0,5,31,0,2,0,11,7,0,0,0,19,8,0,1,1,0,2,2,6,0,3,6,0,3,3,0,1,12,3,2,1,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,0,0,1,2,2,0,2,22,0,4,13,0,1,0,1,8,16,0,2,0,6,0,0,24,14,2,1,11,7,0,2,3,0,1,1,0,2,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,6,0,3,92,150,19,26,135,39,10,13,0,116,368,41,278,206
Larceny 25-29,188,2000,0,14,2,7,1,1,13,2,9,3,12,0,0,24,34,1,31,5,3,0,0,1,3,1,4,1,8,10,0,0,0,3,12,50,2,2,10,4,0,1,3,6,29,28,5,1,9,4,39,1,19,28,1,8,0,2,6,3,0,8,0,34,0,163,0,2,0,0,12,0,3,2,14,3,0,1,68,6,0,37,3,0,13,116,8,5,0,21,31,2,0,2,72,45,6,12,4,1,6,2,17,2,30,35,2,10,15,2,1,31,4,9,1,2,1,0,3,0,5,7,0,0,0,2,11,1,8,0,0,2,4,10,9,2,0,44,3,5,46,3,1,1,2,33,43,0,10,1,25,0,2,126,49,4,1,44,40,0,11,11,3,3,3,7,10,18,2,5,1,4,1,1,1,5,5,1,0,0,0,0,0,0,15,0,16,331,624,79,78,629,172,31,56,0,439,1561,188,1149,851
Larceny 30-34,189,1420,0,9,1,2,0,1,3,2,4,1,8,0,0,16,34,0,32,4,1,1,1,1,0,0,2,0,7,3,0,0,0,0,10,29,1,0,7,4,0,0,1,2,21,19,4,1,8,0,20,3,20,20,0,6,0,1,7,2,0,4,0,23,0,109,0,0,0,0,6,0,0,2,9,0,0,1,48,2,2,37,3,0,14,69,1,4,1,19,34,1,0,1,56,28,9,6,1,0,3,1,12,1,27,23,0,12,5,0,3,21,1,3,4,0,0,7,3,1,3,2,0,0,0,0,4,0,3,1,2,0,1,23,5,0,4,46,0,8,43,0,0,1,3,14,41,0,4,1,25,0,0,63,29,9,1,39,24,0,8,8,1,2,0,10,2,10,4,4,2,0,0,0,1,2,3,1,1,0,0,0,0,0,19,0,7,279,458,35,65,411,119,15,38,0,308,1112,88,860,560
Larceny 35-39,190,1070,0,5,0,2,0,1,3,0,2,1,10,0,0,16,21,0,13,3,0,0,0,2,1,0,9,1,6,2,1,0,0,2,6,23,2,1,6,0,0,0,0,2,20,8,2,0,3,0,20,3,17,9,0,3,0,0,5,0,3,2,1,9,0,100,0,0,1,0,5,1,0,0,14,0,0,1,30,9,0,24,1,0,4,42,1,1,0,8,30,1,0,0,41,21,10,8,2,0,4,0,4,1,22,19,0,4,8,1,1,17,1,0,2,0,2,1,1,1,1,2,0,0,1,0,2,0,4,0,2,0,4,7,7,2,5,17,0,2,24,0,5,1,0,8,16,0,3,0,19,0,0,72,28,9,1,45,13,0,4,6,1,2,2,9,2,13,2,1,2,1,1,2,2,5,5,1,0,0,1,0,0,1,13,0,4,169,368,37,36,307,107,23,23,0,251,819,84,619,451
Larceny 40-44,191,1223,0,5,0,0,0,0,7,0,5,2,6,0,0,10,27,0,20,6,0,0,0,0,2,0,4,0,8,1,0,0,1,1,1,22,3,1,5,0,0,0,0,1,10,11,4,0,8,1,26,1,20,20,0,5,1,1,6,1,0,15,0,20,0,108,0,0,1,0,3,1,0,3,8,2,0,2,43,5,0,23,1,0,9,49,1,3,0,6,34,0,0,0,62,26,15,2,0,0,4,0,8,2,12,20,0,5,4,0,2,24,1,1,2,1,0,2,2,0,0,3,0,0,0,0,2,0,6,0,2,0,3,8,10,0,0,39,0,3,34,1,1,0,0,8,23,0,5,0,17,0,0,75,34,10,0,54,31,0,5,13,0,1,0,3,1,9,0,4,0,1,0,2,0,6,5,2,0,0,0,0,0,0,12,0,5,212,440,29,34,363,118,13,14,0,311,912,66,679,544
Larceny 45-49,192,1051,0,3,0,2,0,0,4,0,5,1,14,1,0,10,22,0,20,4,0,0,0,2,4,0,2,0,7,0,0,0,0,0,4,20,2,0,10,0,0,0,0,2,12,10,2,0,0,2,18,2,13,11,0,1,2,1,5,1,0,7,0,17,0,98,0,1,0,0,7,3,0,3,7,3,0,1,50,5,0,16,0,0,6,42,2,3,0,9,18,1,1,0,75,16,12,7,0,0,2,0,11,0,17,17,1,4,10,0,1,18,1,0,1,0,0,1,1,0,1,6,0,0,0,0,0,0,0,0,1,0,2,8,7,0,3,20,1,2,29,1,1,0,1,9,13,0,10,0,19,0,0,49,29,7,1,33,19,0,9,7,0,2,2,8,0,3,1,2,0,0,0,1,0,10,5,2,0,0,0,0,0,1,5,0,7,168,355,34,37,317,97,22,21,0,264,787,78,622,429
